topic,topic_words,tahun,count
20,"leadership, work, kepemimpinan, employees, kepala",2022-05-27 08:00:00,6
21,"tilas, horror, game, alas, fear",2022-05-27 08:00:00,3
22,"robot, game, humanoid, permainan, wheel",2022-05-27 08:00:00,12
23,"card, augmented, reality, euclida, invertebrate",2022-05-27 08:00:00,4
24,"augmented, reality, user, platform, experience",2022-05-27 08:00:00,9
25,"iot174, tenda, physical, online, contributes",2022-05-27 08:00:00,6
26,"living, character, healthy, international, planning",2022-05-27 08:00:00,2
27,"labeling, graceful, graphs, tied, 4n",2022-05-27 08:00:00,5
28,"beauty, andalus, terminology, bale, linguistics",2022-05-27 08:00:00,3
29,"asinkron, tsanawiyah, kalam, arabic, stray",2022-05-27 08:00:00,3
30,"arabic, arab, triazapentadienemetal, t47d, dihydroxyphenyl",2022-05-27 08:00:00,4
31,"geography, spatial, acumen, geomobile, it",2022-05-27 08:00:00,7
32,"geography, governance, idx, forex, inflection",2022-05-27 08:00:00,5
34,"akuntansi, ultrasound, accounting, hexahydro, xanthene",2022-05-27 08:00:00,4
35,"genders, retention, critical, think, what",2022-05-27 08:00:00,3
36,"zha, practicing, pronunciation, german, strategy",2022-05-27 08:00:00,1
37,"jerman, inclusive, german, policy, never",2022-05-27 08:00:00,9
38,"physics, particle, skill, dynamics, topic",2022-05-27 08:00:00,2
39,"leftist, intergenerational, fragmented, remembering, 1965",2022-05-27 08:00:00,1
40,"2022, 2016, bibliom, econom, cuidado",2022-05-27 08:00:00,3
41,"calculating, moment, vhs, instruments, structures",2022-05-27 08:00:00,1
42,"archiving, eigec, tvet, archive, educators",2022-05-27 08:00:00,4
43,"dicty, designed, visible, dilemma, problem",2022-05-27 08:00:00,4
45,"supercapacitors, activated, bipo4, supercapattery, mn2o3",2022-05-27 08:00:00,11
46,"faktor, uks, ever, nadhloh, pandanlandung",2022-05-27 08:00:00,6
47,"financial, msme, das, risk, da",2022-05-27 08:00:00,6
48,"financial, tap, fluid, static, potable",2022-05-27 08:00:00,6
49,"prophets, prayers, quranic, politeness, discourse",2022-05-27 08:00:00,1
50,"groups, mixed, working, perspectives, cooperative",2022-05-27 08:00:00,1
51,"biodiesel, oil, cao, kooperatif, transesterification",2022-05-27 08:00:00,13
52,"bagging, filtering, recommender, illiteracy, boosting",2022-05-27 08:00:00,3
53,"prigi, sediment, 18o, formaldehyde, investigated",2022-05-27 08:00:00,5
54,"tabu, optimal, 3l, scim, fsmpc",2022-05-27 08:00:00,2
55,"deaf, yplab, lembang, babbling, multilayer",2022-05-27 08:00:00,3
56,"zuki, gyaku, chudan, speed, punch",2022-05-27 08:00:00,1
57,"characterising, portraying, eleventh, science, buffer",2022-05-27 08:00:00,4
58,"alignment, foreign, practices, classroom, understanding",2022-05-27 08:00:00,1
59,"english, fiber, epoxy, delinigfication, bryophyta",2022-05-27 08:00:00,5
60,"microalgae, coffee, fiber, arthrospira, feedstock",2022-05-27 08:00:00,8
61,"organizers, writing, preference, graphic, across",2022-05-27 08:00:00,5
62,"introduction, writing, efl, argumentative, collaborative",2022-05-27 08:00:00,1
63,"neophobia, version, rasch, validation, scale",2022-05-27 08:00:00,1
64,"hydrograph, brantas, puddles, river, scs",2022-05-27 08:00:00,5
65,"orienta, competitiva, orientaci, mercado, empresarial",2022-05-27 08:00:00,3
66,"detectors, ultraviolet, nanorods, zno, deposited",2022-05-27 08:00:00,10
67,"triptych, sino, tau, chineseness, malaqbiq",2022-05-27 08:00:00,2
68,"mandarin, keratinase, bacillus, bahasa, proteolyticus",2022-05-27 08:00:00,8
69,"disaster, gersmehl, resilience, undergraduates, fires",2022-05-27 08:00:00,4
70,"disaster, candidate, preparedness, diabetic, compounds",2022-05-27 08:00:00,5
71,"bike, push, extracurricular, kindergarten, balance",2022-05-27 08:00:00,1
72,"fiber, laser, locked, mode, motorik",2022-05-27 08:00:00,13
73,"hkm, ecolinguistic, forest, jambi, regions",2022-05-27 08:00:00,2
75,"autism, disorder, spectrum, bifidobacterium, artemisia",2022-05-27 08:00:00,4
76,"offers, teach, moderation, what, religious",2022-05-27 08:00:00,1
77,"documentations, monument, lidar, chamber, charcoal",2022-05-27 08:00:00,1
80,"perpustakaan, aid, young, chatgpt, mental",2022-05-27 08:00:00,6
81,"prompt, germane, siri, eds, creative",2022-05-27 08:00:00,3
82,"creative, endemic, kreatif, thinking, population",2022-05-27 08:00:00,5
83,"theses, motif, art, creativity, batik",2022-05-27 08:00:00,1
84,"batik, cold, formed, joint, welding",2022-05-27 08:00:00,7
85,"bacteria, landfill, mangrove, ngs, patuguran",2022-05-27 08:00:00,5
86,"silica, volatiles, manufacture, leaching, membranes",2022-05-27 08:00:00,3
87,"samr, literacy, silica, lecturers, digital",2022-05-27 08:00:00,7
88,"reward, cadre, posyandu, investigation, motivation",2022-05-27 08:00:00,1
89,"influencers, mom, pekerasan, intolerance, intolerant",2022-05-27 08:00:00,5
91,"papaya, larvae, riptortus, lepidopteran, malocclusions",2022-05-27 08:00:00,5
92,"kinematic, impulse, conceptual, kinematics, momentum",2022-05-27 08:00:00,3
94,"fe3o4nanofibers, 8o4, 2fe2, zn0, sunflower",2022-05-27 08:00:00,3
95,"livelihood, fishing, bay, priority, prigi",2022-05-27 08:00:00,1
96,"medroxyprogesterone, depot, sexual, acetate, duration",2022-05-27 08:00:00,1
97,"teleportation, cummings, rabi, qubit, photon",2022-05-27 08:00:00,3
98,"compensation, turnover, banks, sharia, moderate",2022-05-27 08:00:00,1
99,"convergence, mechanism, transmission, adaptive, cooperative",2022-05-27 08:00:00,1
100,"valuing, nationalization, hegemony, political, discourse",2022-05-27 08:00:00,1
102,"expert, directed, readiness, systems, modeling",2022-05-27 08:00:00,1
103,"mokymasis, fuzzy, ecolearn, ekonomikos, gali",2022-05-27 08:00:00,2
105,"ethical, moral, humanistic, growing, principles",2022-05-27 08:00:00,2
106,"counselor, roleplay, mind, reverse, moral",2022-05-27 08:00:00,2
107,"counseling, counselor, kerf, removal, snail",2022-05-27 08:00:00,7
108,"tall, building, insulation, nzeb, ottv",2022-05-27 08:00:00,3
109,"thermodynamics, authentic, argumentation, formative, exploration",2022-05-27 08:00:00,1
110,"kalor, suhu, mortar, lightweight, heat",2022-05-27 08:00:00,5
111,"agroforestry, socioeconomic, agriculture, adoption, ecological",2022-05-27 08:00:00,2
112,"tamambaloh, dayak, tribe, medicinal, medicine",2022-05-27 08:00:00,4
113,"quartic, integer, fields, certain, equations",2022-05-27 08:00:00,1
114,"clean, ring, hospital, patient, safety",2022-05-27 08:00:00,6
115,"solar, patient, fswcnt, photoactive, cell",2022-05-27 08:00:00,5
118,"hollow, glued, rod, column, section",2022-05-27 08:00:00,1
119,"exercise, obese, bamboo, laminated, moderate",2022-05-27 08:00:00,8
120,"guidance, career, primary, blended, schools",2022-05-27 08:00:00,1
121,"selenization, photoresponse, cigs, si, increasing",2022-05-27 08:00:00,1
123,"photocatalyst, methylene, manipulation, blue, retracted",2022-05-27 08:00:00,6
124,"bacterial, dioxide, photocatalytic, titanium, membrane",2022-05-27 08:00:00,5
125,"routes, measurements, truck, drivers, driving",2022-05-27 08:00:00,1
127,"circuits, tutoring, viewed, fundamental, sidoarjo",2022-05-27 08:00:00,2
128,"cellulose, bioplastic, keratin, bacterial, pineapple",2022-05-27 08:00:00,6
129,"berencana, pria, istri, dukungan, keluarga",2022-05-27 08:00:00,1
130,"marriage, wava, vuca, charting, pandemic",2022-05-27 08:00:00,5
131,"antibacterial, zigiber, cardamom, pandemi, mutans",2022-05-27 08:00:00,3
135,"massal, khitan, 68, natalis, gratis",2022-05-27 08:00:00,1
136,"guided, guicom, inquiry, follow, metacognitive",2022-05-27 08:00:00,3
137,"names, trainee, closed, mistakes, principles",2022-05-27 08:00:00,2
138,"gad65, younger, pilot, kit, obese",2022-05-27 08:00:00,1
139,"salience, disciplinary, eliciting, mea, follow",2022-05-27 08:00:00,2
140,"suburban, cigarettes, accessibility, urban, areas",2022-05-27 08:00:00,1
141,"bidirectional, encoder, embedding, transformers, detecting",2022-05-27 08:00:00,1
143,"halal, monitoring, appliance, nodemcu, iot",2022-05-27 08:00:00,3
144,"tier, misconceptions, occur, circulatory, did",2022-05-27 08:00:00,2
145,"accreted, discs, slowly, equatorial, accretion",2022-05-27 08:00:00,1
147,"pareto, metallic, exhaust, converter, emissions",2022-05-27 08:00:00,1
149,"immunomodulatory, heliyon, mouse, limon, konsumsi",2022-05-27 08:00:00,5
150,"responsibility, corporate, sme, sized, advantage",2022-05-27 08:00:00,2
151,"calcium, responsibility, corporate, carbonate, duck",2022-05-27 08:00:00,2
152,"fins, water, free, turbine, flow",2022-05-27 08:00:00,2
154,"metastatic, colorectal, carcinoma, antigen, cadherin",2022-05-27 08:00:00,2
155,"marshall, asphalt, compaction, drc, dry",2022-05-27 08:00:00,2
156,"unterrichtsvorbereitung, canva, app, course, video",2022-05-27 08:00:00,1
159,"pan, 2020, ionic, nanofiber, electrolyte",2022-05-27 08:00:00,4
162,"penulisan, ilmiah, chest, detection, images",2022-05-27 08:00:00,6
165,"subtraction, fractions, numerical, addition, electronic",2022-05-27 08:00:00,1
166,"soundness, forecast, median, neural, fractions",2022-05-27 08:00:00,3
169,"metaphor, order, higher, thinking, skills",2022-05-27 08:00:00,1
171,"life, reactor, inhibitions, denitrogen, intensifying",2022-05-27 08:00:00,3
172,"spillover, markets, labor, productivity, governance",2022-05-27 08:00:00,2
173,"technological, tpack, pedagogical, practitioners, more",2022-05-27 08:00:00,2
174,"pedagogical, landslide, technological, content, knowledge",2022-05-27 08:00:00,4
175,"upgrading, aesthetics, pottery, craft, pagelaran",2022-05-27 08:00:00,1
177,"gpv, vasicek, reserves, tekstil, premium",2022-05-27 08:00:00,2
178,"intersemiotic, complementarity, augmentation, pecahan, comics",2022-05-27 08:00:00,2
179,"cation, groups, practicum, representations, qualitative",2022-05-27 08:00:00,1
182,"laws, newton, contextualization, alleviating, naive",2022-05-27 08:00:00,2
183,"newton, earthquake, laws, ciletuh, anomaly",2022-05-27 08:00:00,3
184,"adaptabilitas, experiental, karier, bimbingan, mandiri",2022-05-27 08:00:00,2
185,"sistematis, defisiensi, occurrence, deficiency, hubungannya",2022-05-27 08:00:00,1
186,"transporting, passivation, gpe, hole, processed",2022-05-27 08:00:00,1
187,"perovskite, solar, cell, emissions, malaysia",2022-05-27 08:00:00,9
188,"vaccination, doubts, strict, memaksimalkan, asinkronus",2022-05-27 08:00:00,5
189,"tarhona, libya, mdf, northwest, aeromagnetic",2022-05-27 08:00:00,3
191,"encapsulated, alginate, ii, adsorbent, adsorption",2022-05-27 08:00:00,3
192,"savonious, inertia, turbines, wind, rotation",2022-05-27 08:00:00,2
193,"wind, propylene, agnws, nanowires, conductive",2022-05-27 08:00:00,2
195,"instagram, pjbl, problem, critical, thinking",2022-05-27 08:00:00,2
197,"bullying, asih, containswelas, guidebook, finite",2022-05-27 08:00:00,2
198,"asking, words, question, mastery, bullying",2022-05-27 08:00:00,1
199,"sativum, garlic, allium, speaking, single",2022-05-27 08:00:00,5
200,"heat, exchanger, pipe, nanofluid, ethylene",2022-05-27 08:00:00,7
203,"mendeley, scientist, ways, vietnam, curricula",2022-05-27 08:00:00,2
208,"involvement, inclusive, quality, schools, design",2022-05-27 08:00:00,1
209,"pipeline, szjt, penetrating, subsurface, inklusi",2022-05-27 08:00:00,1
210,"hexaferrite, barium, microwave, absorption, hydrothermal",2022-05-27 08:00:00,3
211,"cowpea, mottle, mild, microwave, virus",2022-05-27 08:00:00,2
215,"mppts, shaded, queen, honey, migration",2022-05-27 08:00:00,1
217,"pediatric, pneumonia, convolutional, vision, networks",2022-05-27 08:00:00,1
218,"hummer, graphene, modified, oxide, synthesis",2022-05-27 08:00:00,1
220,"lithium, ion, mncr2o4, battery, anode",2022-05-27 08:00:00,5
221,"facility, acceptance, condition, preservice, tpack",2022-05-27 08:00:00,1
224,"al2o3, photocatalytic, concrete, zno, share",2022-05-27 08:00:00,1
227,"participations, fake, overload, factual, tari",2022-05-27 08:00:00,4
228,"dengue, fever, literacy, critical, mosquitoes",2022-05-27 08:00:00,3
229,"stunting, dengue, nutritious, fever, toddlers",2022-05-27 08:00:00,3
230,"impulse, videos, momentum, phenomenon, distance",2022-05-27 08:00:00,1
233,"nanosilver, superhydrophobic, fabrics, resilience, wettability",2022-05-27 08:00:00,2
234,"printed, part, 3d, roughness, surface",2022-05-27 08:00:00,4
235,"consultant, workplace, wood, hazard, working",2022-05-27 08:00:00,1
236,"pesanggrahan, edutourism, tuban, tropical, living",2022-05-27 08:00:00,2
238,"10th, tools, pjbl, grade, increase",2022-05-27 08:00:00,1
240,"combinations, dementia, diseases, chronic, patients",2022-05-27 08:00:00,1
241,"wave, stationary, transverse, optics, waves",2022-05-27 08:00:00,3
242,"writing, feedback, gelombang, engagement, additional",2022-05-27 08:00:00,4
244,"co2laser, hydrogenated, inclinometer, probe, tapered",2022-05-27 08:00:00,3
248,"rainfall, tropical, brantas, watershed, watersheds",2022-05-27 08:00:00,2
249,"exclusive, breastfeeding, booklets, mataram, providing",2022-05-27 08:00:00,1
250,"genetics, tpack, breastfeeding, exclusive, systematic",2022-05-27 08:00:00,4
251,"mnxfe3, xo4, rgo, coconut, radar",2022-05-27 08:00:00,1
253,"peatland, cosmic, burning, degraded, lora",2022-05-27 08:00:00,2
256,"hastelloy, 276, hydrochloric, sulfuric, corrosion",2022-05-27 08:00:00,1
257,"slide, gondang, nganjuk, arithmetic, manipulatif",2022-05-27 08:00:00,2
258,"penetration, mixing, salmon, tracking, energy",2022-05-27 08:00:00,1
260,"a459, qsar, anticancer, gymnastics, vitro",2022-05-27 08:00:00,2
261,"4c, optimize, articulate, aspects, storyline",2022-05-27 08:00:00,1
264,"padang, executive, residential, inclusive, effective",2022-05-27 08:00:00,2
267,"melanogaster, drosophila, pupation, plumbum, nine",2022-05-27 08:00:00,2
270,"excretory, grade, pbl, viii, human",2022-05-27 08:00:00,1
274,"rice, husk, briquettes, bio, analogues",2022-05-27 08:00:00,4
275,"essay, intelligence, artificial, perspective, exploring",2022-05-27 08:00:00,1
278,"shat, aids, hiv, moodle, modeling",2022-05-27 08:00:00,1
279,"hiv, aids, virus, molecular, 16",2022-05-27 08:00:00,5
280,"music, therapy, mood, compassion, bridge",2022-05-27 08:00:00,3
281,"longevity, lansia, literatur, produktif, tentang",2022-05-27 08:00:00,1
282,"hidroxyapatite, slm, melting, 6al, knee",2022-05-27 08:00:00,2
283,"collector, nanofluids, solar, dasc, fpsc",2022-05-27 08:00:00,3
287,"peg, biodegradation, scaffolds, village, porosity",2022-05-27 08:00:00,4
288,"triangle, geogebra, discovery, guided, topic",2022-05-27 08:00:00,1
289,"neologisms, gfl, 19related, thai, geogebra",2022-05-27 08:00:00,1
290,"distress, criteria, industry, german, financial",2022-05-27 08:00:00,1
291,"animation, motion, feedback, topic, interactive",2022-05-27 08:00:00,1
293,"pembebas, eclipse, theme, adobe, flash",2022-05-27 08:00:00,1
294,"nexus, team, flash, engagement, emotional",2022-05-27 08:00:00,1
295,"bone, modulate, polymeric, applications, biodegradable",2022-05-27 08:00:00,2
296,"sexual, violence, harassment, shame, silences",2022-05-27 08:00:00,3
0,"mathematics, problems, mathematical, solving, proportional",2023-09-14 04:00:00,63
1,"mathematical, indonesian, solving, problems, mathematics",2023-09-14 04:00:00,42
2,"charging, stations, indonesian, techno, power",2023-09-14 04:00:00,41
3,"tourism, power, sustainable, ecotourism, tourist",2023-09-14 04:00:00,29
4,"chemistry, chemical, tourism, electrolyte, solutions",2023-09-14 04:00:00,27
5,"chemistry, environmental, literacy, kimia, campus",2023-09-14 04:00:00,44
6,"environmental, nps, sio2, facile, magnetic",2023-09-14 04:00:00,13
7,"entrepreneurial, entrepreneurship, business, intention, inf",2023-09-14 04:00:00,29
8,"pandemic, entrepreneurial, entrepreneurship, during, 19",2023-09-14 04:00:00,10
9,"kediren, unlock, distinctive, holistic, workforce",2023-09-14 04:00:00,3
10,"biology, biolog, vocational, de, la",2023-09-14 04:00:00,22
11,"biology, antioxidant, biologi, skills, fruit",2023-09-14 04:00:00,33
12,"supermarket, privacy, buying, sales, analytics",2023-09-14 04:00:00,11
13,"reading, ae, protist, autonomy, literacy",2023-09-14 04:00:00,13
14,"reading, android, mobile, flipped, patrones",2023-09-14 04:00:00,9
15,"android, mobile, athletes, de, toughness",2023-09-14 04:00:00,18
16,"islamic, ambiental, boarding, adolescent, cultura",2023-09-14 04:00:00,14
17,"perceived, professional, receptive, efl, shaping",2023-09-14 04:00:00,5
18,"parental, gautam, transplantation, grandparenting, neurodevelopment",2023-09-14 04:00:00,7
19,"leadership, change, commitment, principals, mediating",2023-09-14 04:00:00,6
20,"leadership, kepemimpinan, kepala, workplace, organizational",2023-09-14 04:00:00,14
21,"cublak, game, suweng, big, organizational",2023-09-14 04:00:00,9
22,"game, robot, mpu6050, permainan, arm",2023-09-14 04:00:00,12
23,"augmented, reality, robot, mobile, navigation",2023-09-14 04:00:00,20
24,"augmented, reality, summary, online, gamified",2023-09-14 04:00:00,9
25,"sports, online, nursing, enfermer, focused",2023-09-14 04:00:00,11
26,"sistema, cter, olahraga, car, da",2023-09-14 04:00:00,3
27,"rainbow, graphs, graph, karakter, strong",2023-09-14 04:00:00,15
28,"psychospiritual, rohingya, refugees, equality, graphs",2023-09-14 04:00:00,4
29,"arabic, landscapes, silsilah, lisaan, praxeology",2023-09-14 04:00:00,4
30,"trinitrotriamminecobalt, b2plyp, ca3nimno6, evaluated, multiferroicity",2023-09-14 04:00:00,3
31,"geography, geographic, spatial, panning, cempaka",2023-09-14 04:00:00,7
32,"ladder, chain, mack, spotlight, ibnr",2023-09-14 04:00:00,2
33,"discuss, rapid, unique, fun, sector",2023-09-14 04:00:00,1
34,"akuntansi, accounting, uio, zr, hydrogenation",2023-09-14 04:00:00,8
35,"critical, reversible, thinking, reaction, procesos",2023-09-14 04:00:00,9
36,"campaigns, slogans, catchy, trash, metaphors",2023-09-14 04:00:00,2
37,"jerman, futuros, explorar, sistema, german",2023-09-14 04:00:00,7
38,"arrows, physics, frontier, only, diagrams",2023-09-14 04:00:00,4
39,"dispute, decolonizing, 1964, acknowledge, 1946",2023-09-14 04:00:00,3
40,"inequality, prices, wealth, gmm, interprovincial",2023-09-14 04:00:00,8
41,"brickwork, modelling, bim, building, construction",2023-09-14 04:00:00,3
42,"directed, mooc, gamification, autonomous, lms",2023-09-14 04:00:00,13
43,"falling, founded, problem, exposition, recommender",2023-09-14 04:00:00,6
44,"vr, foundation, economy, special, intelligence",2023-09-14 04:00:00,2
45,"electrode, supercapacitor, activated, media, carbon",2023-09-14 04:00:00,19
46,"healthcare, medical, ambulance, rengasdengklok, acp",2023-09-14 04:00:00,9
47,"financial, esports, financially, savvy, actors",2023-09-14 04:00:00,4
48,"static, fluid, topics, powerpoint, financial",2023-09-14 04:00:00,3
49,"exegesis, fluid, static, fluida, mediatized",2023-09-14 04:00:00,4
50,"cooperative, team, pythagorean, theorem, interdisciplinary",2023-09-14 04:00:00,6
51,"oil, kooperatif, biodiesel, catalyst, palm",2023-09-14 04:00:00,11
52,"bloom, oil, taxonomy, biodiesel, weighting",2023-09-14 04:00:00,12
53,"igneous, mollusks, kodek, tiabo, hinds",2023-09-14 04:00:00,5
54,"alns, ts, algorithm, routing, optimization",2023-09-14 04:00:00,12
55,"deaf, technologyby, wbl, impairments, limitations",2023-09-14 04:00:00,4
56,"factorial, ssgs, sided, weeks, pass",2023-09-14 04:00:00,1
57,"11thgrade, sdg, 7e, moodle, practicum",2023-09-14 04:00:00,4
58,"english, lengths, concordancers, gamifying, science",2023-09-14 04:00:00,5
59,"english, fiber, polylactic, extrusion, recycled",2023-09-14 04:00:00,23
60,"platensis, fiber, arthrospira, biomass, spirulina",2023-09-14 04:00:00,20
61,"writing, efl, ai, combustion, perceptions",2023-09-14 04:00:00,12
62,"foreword, preface, writing, efl, argumentative",2023-09-14 04:00:00,2
63,"nutrition, food, transmigrant, fullness, gastronomy",2023-09-14 04:00:00,4
64,"water, sintacs, kuncur, suko, hilir",2023-09-14 04:00:00,5
65,"orientation, micro, antifragility, ideals, ultra",2023-09-14 04:00:00,3
66,"zno, photodetectors, hydrothermal, yttria, kewirausahaan",2023-09-14 04:00:00,13
67,"measuring, mandarin, tool, assessing, competence",2023-09-14 04:00:00,1
68,"mandarin, bahasa, chinese, bk1h, haynesii",2023-09-14 04:00:00,10
69,"disaster, tents, modular, emergency, bacillus",2023-09-14 04:00:00,10
70,"disaster, preparedness, molecular, silico, bencana",2023-09-14 04:00:00,9
71,"motor, os, grueso, motora, tarjeta",2023-09-14 04:00:00,2
72,"fiber, laser, motorik, mode, locked",2023-09-14 04:00:00,29
73,"fiber, forest, laser, teysmannii, rattan",2023-09-14 04:00:00,4
74,"disorder, autism, recognition, spectrum, popup",2023-09-14 04:00:00,5
75,"autism, endophytic, fungi, disorder, spectrum",2023-09-14 04:00:00,12
76,"radicalism, religious, christian, endophytic, moderation",2023-09-14 04:00:00,9
77,"excotage, instill, historiography, colonial, historical",2023-09-14 04:00:00,2
78,"auditors, esg, big, moderating, governance",2023-09-14 04:00:00,1
80,"perpustakaan, library, mental, health, care",2023-09-14 04:00:00,23
81,"creative, noticing, ideation, generating, stimulate",2023-09-14 04:00:00,5
82,"creative, bird, wana, 1822, frogs",2023-09-14 04:00:00,6
84,"batik, motif, worldwide, sif, ebf",2023-09-14 04:00:00,5
85,"bacteria, producing, b12, steel, vitamin",2023-09-14 04:00:00,7
86,"silica, alginate, calcium, desalination, seawater",2023-09-14 04:00:00,7
87,"silica, digital, literacy, heredity, interprofessional",2023-09-14 04:00:00,9
88,"boredom, dependent, why, view, ph",2023-09-14 04:00:00,1
89,"social, motivasi, esteem, adolescents, guardians",2023-09-14 04:00:00,7
90,"arriving, bissu, tii, pepi, calabai",2023-09-14 04:00:00,1
91,"epinephelus, papaya, litura, spodoptera, carica",2023-09-14 04:00:00,5
92,"impulse, momentum, representations, motion, linear",2023-09-14 04:00:00,2
94,"dmso, ag, psidium, guajava, agent",2023-09-14 04:00:00,3
95,"fisheries, adaptation, climate, sub, ferrofluids",2023-09-14 04:00:00,8
96,"menstrual, determinants, census, abortion, loglinear",2023-09-14 04:00:00,4
97,"vibration, pendulums, dva, duffing, perturbed",2023-09-14 04:00:00,3
98,"right, markov, autorregresiva, micos, bancos",2023-09-14 04:00:00,2
101,"sisinta, scrum, agile, adapting, thesis",2023-09-14 04:00:00,2
102,"sales, fuzzy, mamdani, printing, comprehensive",2023-09-14 04:00:00,2
104,"livestock, compost, pakisjajar, economics, milk",2023-09-14 04:00:00,4
106,"multicultural, oncology, klafke, moral, commentary",2023-09-14 04:00:00,2
108,"comfort, building, greenship, casting, thermal",2023-09-14 04:00:00,7
109,"adi, heat, temperature, fds, blynk",2023-09-14 04:00:00,4
110,"ash, fly, kalor, suhu, heat",2023-09-14 04:00:00,9
111,"farming, urban, realizing, existing, enhances",2023-09-14 04:00:00,2
112,"medicinal, district, sumba, petani, zingiberaceae",2023-09-14 04:00:00,8
113,"ring, over, medicinal, prime, commutative",2023-09-14 04:00:00,7
114,"clean, safety, nurses, ring, patient",2023-09-14 04:00:00,6
115,"sensitized, dye, solar, patient, cells",2023-09-14 04:00:00,9
116,"sensitized, dye, solar, cells, rats",2023-09-14 04:00:00,5
118,"laminated, zones, inclined, cfrp, bamboo",2023-09-14 04:00:00,2
119,"bamboo, obese, aerobic, laminated, exercise",2023-09-14 04:00:00,7
120,"relevant, still, integrated, meta, 21st",2023-09-14 04:00:00,1
121,"30fe2, blended, mn0, pani, 70o4",2023-09-14 04:00:00,2
122,"film, thin, manipulation, retracted, authors",2023-09-14 04:00:00,32
123,"photocatalytic, manipulation, retracted, authors, article",2023-09-14 04:00:00,16
124,"bacterial, membrane, photocatalytic, reinforced, nanocellulose",2023-09-14 04:00:00,11
125,"accidents, fatality, influential, traffic, predicting",2023-09-14 04:00:00,1
126,"peri, istanbul, waste, collection, actor",2023-09-14 04:00:00,3
127,"coders, affordable, guide, arduino, electricity",2023-09-14 04:00:00,2
128,"pineapple, cellulose, membrane, starch, ferrous",2023-09-14 04:00:00,7
129,"depth, marriage, marriages, exegesis, bawean",2023-09-14 04:00:00,3
130,"severe, poor, infections, respiratory, spirit",2023-09-14 04:00:00,2
131,"aureus, staphylococcus, hansch, pandemi, qsar",2023-09-14 04:00:00,3
132,"patent, log, interrelatedness, mapping, preprocessing",2023-09-14 04:00:00,4
133,"fashion, impacted, shaming, technologies, challenging",2023-09-14 04:00:00,2
134,"fashion, ratios, beams, busana, graded",2023-09-14 04:00:00,8
135,"lmics, psychosis, stigma, gaps, overcoming",2023-09-14 04:00:00,1
137,"physiology, plant, inquiry, guided, biology",2023-09-14 04:00:00,8
138,"la, diabetes, prevenci, plant, tica",2023-09-14 04:00:00,3
139,"personnel, integrity, tertiary, flipbook, institutions",2023-09-14 04:00:00,1
140,"smoking, vaccination, adolescents, infectious, clarifying",2023-09-14 04:00:00,5
141,"supervised, semi, recognition, smoking, cries",2023-09-14 04:00:00,5
142,"certification, arcgis, oversight, mses, slaughterhouse",2023-09-14 04:00:00,2
143,"halal, specialized, sides, electronics, range",2023-09-14 04:00:00,3
146,"advancements, directions, theories, language, second",2023-09-14 04:00:00,3
147,"engine, emissions, engines, gasoline, fuel",2023-09-14 04:00:00,6
148,"econ, mico, economic, determinantes, heliyon",2023-09-14 04:00:00,5
150,"tenure, directorships, initiatives, assurance, board",2023-09-14 04:00:00,1
151,"responsibility, corporate, caco3, lubricant, calcium",2023-09-14 04:00:00,10
152,"turbine, fluid, darrieus, caco3, calcium",2023-09-14 04:00:00,5
153,"turbine, football, tbol, fluid, computational",2023-09-14 04:00:00,4
154,"metabolic, biomarker, betatrophin, syndrome, nonmetastatic",2023-09-14 04:00:00,4
155,"asphalt, marshall, wearing, iled, lycal",2023-09-14 04:00:00,4
156,"videoscribe, sparkol, pressure, asphalt, topic",2023-09-14 04:00:00,1
158,"adjustments, year, first, measurement, factors",2023-09-14 04:00:00,1
159,"2020, polymer, ionic, electrolyte, liquid",2023-09-14 04:00:00,15
160,"resultado, escolares, da, supervis, consejeros",2023-09-14 04:00:00,1
162,"penulisan, ilmiah, artikel, deep, detection",2023-09-14 04:00:00,7
163,"21st, century, 2023, navigating, goals",2023-09-14 04:00:00,3
164,"scaffolding, uso, razonamiento, andamiaje, metodolog",2023-09-14 04:00:00,2
165,"bias, examining, processes, number, scaffolding",2023-09-14 04:00:00,1
166,"forecasting, hourly, deep, imputation, fractions",2023-09-14 04:00:00,4
168,"tournaments, worksheets, optimize, realistic, teams",2023-09-14 04:00:00,1
169,"disparities, demographic, tournament, teams, pupils",2023-09-14 04:00:00,4
170,"rasch, meaning, validation, scale, life",2023-09-14 04:00:00,1
171,"life, wastewater, shrimp, pond, bay",2023-09-14 04:00:00,6
172,"workforce, agricultural, era, digital, indonesian",2023-09-14 04:00:00,1
173,"technological, pedagogical, content, knowledge, preservice",2023-09-14 04:00:00,4
174,"pedagogical, landslide, technological, content, knowledge",2023-09-14 04:00:00,7
175,"nlp, tasks, transformer, heritage, comparative",2023-09-14 04:00:00,1
177,"macroprudential, policies, banks, conventional, effects",2023-09-14 04:00:00,1
179,"laboratory, virtual, komik, comics, tinkercad",2023-09-14 04:00:00,5
180,"bootstrapping, meets, rationales, existential, philosophy",2023-09-14 04:00:00,3
181,"musculus, mus, mice, filsafat, inhalation",2023-09-14 04:00:00,3
182,"newton, unstructured, suspend, float, sink",2023-09-14 04:00:00,2
183,"newton, eruption, semeru, 2021, laws",2023-09-14 04:00:00,4
184,"singosari, perceived, regulated, sman, investigating",2023-09-14 04:00:00,2
